service_id,date,exception_type
7,20220403,1
7,20220409,1
7,20220410,1
7,20220415,1
7,20220416,1
7,20220417,1
7,20220418,1
7,20220423,1
7,20220424,1
7,20220430,1
7,20220501,1
7,20220507,1
7,20220508,1
7,20220514,1
7,20220515,1
7,20220521,1
7,20220522,1
7,20220526,1
7,20220528,1
7,20220529,1
7,20220604,1
7,20220605,1
7,20220606,1
7,20220611,1
7,20220612,1
8,20220325,1
8,20220401,1
8,20220408,1
8,20220422,1
8,20220429,1
8,20220506,1
8,20220513,1
8,20220520,1
8,20220527,1
8,20220603,1
8,20220610,1
9,20220321,1
9,20220322,1
9,20220323,1
9,20220324,1
9,20220325,1
9,20220328,1
9,20220329,1
9,20220330,1
9,20220331,1
9,20220401,1
9,20220404,1
9,20220405,1
9,20220406,1
9,20220407,1
9,20220408,1
9,20220419,1
9,20220420,1
9,20220421,1
9,20220422,1
9,20220425,1
9,20220426,1
9,20220427,1
9,20220428,1
9,20220429,1
9,20220502,1
9,20220503,1
9,20220504,1
9,20220505,1
9,20220506,1
9,20220509,1
9,20220510,1
9,20220511,1
9,20220512,1
9,20220513,1
9,20220516,1
9,20220517,1
9,20220518,1
9,20220519,1
9,20220520,1
9,20220523,1
9,20220524,1
9,20220525,1
9,20220530,1
9,20220531,1
9,20220601,1
9,20220602,1
9,20220603,1
9,20220607,1
9,20220608,1
9,20220609,1
9,20220610,1
10,20220319,1
10,20220326,1
10,20220402,1
10,20220409,1
10,20220415,1
10,20220416,1
10,20220423,1
10,20220430,1
10,20220507,1
10,20220514,1
10,20220521,1
10,20220528,1
10,20220604,1
10,20220611,1
11,20220319,1
11,20220320,1
11,20220321,1
11,20220322,1
11,20220323,1
11,20220324,1
11,20220325,1
11,20220326,1
11,20220327,1
11,20220328,1
11,20220329,1
11,20220330,1
11,20220331,1
11,20220401,1
11,20220402,1
11,20220403,1
11,20220404,1
11,20220405,1
11,20220406,1
11,20220407,1
11,20220408,1
11,20220409,1
11,20220410,1
11,20220411,1
11,20220412,1
11,20220413,1
11,20220414,1
11,20220415,1
11,20220416,1
11,20220417,1
11,20220418,1
11,20220419,1
11,20220420,1
11,20220421,1
11,20220422,1
11,20220423,1
11,20220424,1
11,20220425,1
11,20220426,1
11,20220427,1
11,20220428,1
11,20220429,1
11,20220430,1
11,20220501,1
11,20220502,1
11,20220503,1
11,20220504,1
11,20220505,1
11,20220506,1
11,20220507,1
11,20220508,1
11,20220509,1
11,20220510,1
11,20220511,1
11,20220512,1
11,20220513,1
11,20220514,1
11,20220515,1
11,20220516,1
11,20220517,1
11,20220518,1
11,20220519,1
11,20220520,1
11,20220521,1
11,20220522,1
11,20220523,1
11,20220524,1
11,20220525,1
11,20220526,1
11,20220527,1
11,20220528,1
11,20220529,1
11,20220530,1
11,20220531,1
11,20220601,1
11,20220602,1
11,20220603,1
11,20220604,1
11,20220605,1
11,20220606,1
11,20220607,1
11,20220608,1
11,20220609,1
11,20220610,1
11,20220611,1
11,20220612,1
12,20220321,1
12,20220322,1
12,20220328,1
12,20220329,1
12,20220404,1
12,20220405,1
12,20220419,1
12,20220425,1
12,20220426,1
12,20220502,1
12,20220503,1
12,20220509,1
12,20220510,1
12,20220516,1
12,20220517,1
12,20220523,1
12,20220524,1
12,20220530,1
12,20220531,1
12,20220607,1
13,20220319,1
13,20220325,1
13,20220326,1
13,20220401,1
13,20220402,1
13,20220408,1
13,20220409,1
13,20220415,1
13,20220416,1
13,20220422,1
13,20220423,1
13,20220429,1
13,20220430,1
13,20220506,1
13,20220507,1
13,20220513,1
13,20220514,1
13,20220520,1
13,20220521,1
13,20220527,1
13,20220528,1
13,20220603,1
13,20220604,1
13,20220610,1
13,20220611,1
14,20220320,1
14,20220321,1
14,20220322,1
14,20220323,1
14,20220324,1
14,20220325,1
14,20220327,1
14,20220328,1
14,20220329,1
14,20220330,1
14,20220331,1
14,20220401,1
14,20220403,1
14,20220404,1
14,20220405,1
14,20220406,1
14,20220407,1
14,20220408,1
14,20220410,1
14,20220411,1
14,20220412,1
14,20220413,1
14,20220414,1
14,20220415,1
14,20220417,1
14,20220418,1
14,20220419,1
14,20220420,1
14,20220421,1
14,20220422,1
14,20220424,1
14,20220425,1
14,20220426,1
14,20220427,1
14,20220428,1
14,20220429,1
14,20220501,1
14,20220502,1
14,20220503,1
14,20220504,1
14,20220505,1
14,20220506,1
14,20220508,1
14,20220509,1
14,20220510,1
14,20220511,1
14,20220512,1
14,20220513,1
14,20220515,1
14,20220516,1
14,20220517,1
14,20220518,1
14,20220519,1
14,20220520,1
14,20220522,1
14,20220523,1
14,20220524,1
14,20220525,1
14,20220526,1
14,20220527,1
14,20220529,1
14,20220530,1
14,20220531,1
14,20220601,1
14,20220602,1
14,20220603,1
14,20220605,1
14,20220606,1
14,20220607,1
14,20220608,1
14,20220609,1
14,20220610,1
14,20220612,1
15,20220320,1
15,20220321,1
15,20220322,1
15,20220323,1
15,20220324,1
15,20220327,1
15,20220328,1
15,20220329,1
15,20220330,1
15,20220331,1
15,20220403,1
15,20220404,1
15,20220405,1
15,20220406,1
15,20220407,1
15,20220410,1
15,20220411,1
15,20220412,1
15,20220413,1
15,20220414,1
15,20220417,1
15,20220418,1
15,20220419,1
15,20220420,1
15,20220421,1
15,20220424,1
15,20220425,1
15,20220426,1
15,20220427,1
15,20220428,1
15,20220501,1
15,20220502,1
15,20220503,1
15,20220504,1
15,20220505,1
15,20220508,1
15,20220509,1
15,20220510,1
15,20220511,1
15,20220512,1
15,20220515,1
15,20220516,1
15,20220517,1
15,20220518,1
15,20220519,1
15,20220522,1
15,20220523,1
15,20220524,1
15,20220525,1
15,20220526,1
15,20220529,1
15,20220530,1
15,20220531,1
15,20220601,1
15,20220602,1
15,20220605,1
15,20220606,1
15,20220607,1
15,20220608,1
15,20220609,1
15,20220612,1
16,20220320,1
16,20220321,1
16,20220322,1
16,20220323,1
16,20220324,1
16,20220325,1
16,20220327,1
16,20220328,1
16,20220329,1
16,20220330,1
16,20220331,1
16,20220401,1
16,20220403,1
16,20220404,1
16,20220405,1
16,20220406,1
16,20220407,1
16,20220408,1
16,20220410,1
16,20220411,1
16,20220412,1
16,20220413,1
16,20220414,1
16,20220417,1
16,20220418,1
16,20220419,1
16,20220420,1
16,20220421,1
16,20220422,1
16,20220424,1
16,20220425,1
16,20220426,1
16,20220427,1
16,20220428,1
16,20220429,1
16,20220501,1
16,20220502,1
16,20220503,1
16,20220504,1
16,20220505,1
16,20220506,1
16,20220508,1
16,20220509,1
16,20220510,1
16,20220511,1
16,20220512,1
16,20220513,1
16,20220515,1
16,20220516,1
16,20220517,1
16,20220518,1
16,20220519,1
16,20220520,1
16,20220522,1
16,20220523,1
16,20220524,1
16,20220525,1
16,20220526,1
16,20220527,1
16,20220529,1
16,20220530,1
16,20220531,1
16,20220601,1
16,20220602,1
16,20220603,1
16,20220605,1
16,20220606,1
16,20220607,1
16,20220608,1
16,20220609,1
16,20220610,1
16,20220612,1
17,20220319,1
17,20220326,1
17,20220402,1
17,20220409,1
17,20220423,1
17,20220430,1
17,20220507,1
17,20220514,1
17,20220521,1
17,20220526,1
17,20220528,1
17,20220604,1
17,20220611,1
18,20220320,1
18,20220327,1
18,20220403,1
18,20220410,1
18,20220418,1
18,20220424,1
18,20220501,1
18,20220508,1
18,20220515,1
18,20220522,1
18,20220526,1
18,20220529,1
18,20220605,1
18,20220606,1
18,20220612,1
19,20220321,1
19,20220322,1
19,20220323,1
19,20220324,1
19,20220328,1
19,20220329,1
19,20220330,1
19,20220331,1
19,20220404,1
19,20220405,1
19,20220406,1
19,20220407,1
19,20220411,1
19,20220412,1
19,20220413,1
19,20220419,1
19,20220420,1
19,20220421,1
19,20220425,1
19,20220426,1
19,20220427,1
19,20220428,1
19,20220502,1
19,20220503,1
19,20220504,1
19,20220505,1
19,20220509,1
19,20220510,1
19,20220511,1
19,20220512,1
19,20220516,1
19,20220517,1
19,20220518,1
19,20220519,1
19,20220523,1
19,20220524,1
19,20220530,1
19,20220531,1
19,20220601,1
19,20220602,1
19,20220607,1
19,20220608,1
19,20220609,1
20,20220319,1
20,20220321,1
20,20220322,1
20,20220323,1
20,20220324,1
20,20220325,1
20,20220326,1
20,20220328,1
20,20220329,1
20,20220330,1
20,20220331,1
20,20220401,1
20,20220402,1
20,20220404,1
20,20220405,1
20,20220406,1
21,20220325,1
21,20220401,1
21,20220408,1
21,20220414,1
21,20220422,1
21,20220429,1
21,20220506,1
21,20220513,1
21,20220520,1
21,20220525,1
21,20220527,1
21,20220603,1
21,20220610,1
22,20220320,1
22,20220327,1
22,20220403,1
22,20220410,1
23,20220320,1
23,20220327,1
23,20220403,1
23,20220410,1
23,20220417,1
23,20220418,1
23,20220424,1
23,20220501,1
23,20220508,1
23,20220515,1
23,20220522,1
23,20220526,1
23,20220529,1
23,20220605,1
23,20220606,1
23,20220612,1
24,20220407,1
24,20220408,1
24,20220409,1
24,20220411,1
24,20220412,1
24,20220413,1
24,20220414,1
24,20220416,1
24,20220419,1
24,20220420,1
24,20220421,1
24,20220422,1
24,20220423,1
24,20220425,1
24,20220426,1
24,20220427,1
24,20220428,1
24,20220429,1
24,20220430,1
24,20220502,1
24,20220503,1
24,20220504,1
24,20220505,1
24,20220506,1
24,20220507,1
24,20220509,1
24,20220510,1
24,20220511,1
24,20220512,1
24,20220513,1
24,20220514,1
24,20220516,1
24,20220517,1
24,20220518,1
24,20220519,1
24,20220520,1
24,20220521,1
24,20220523,1
24,20220524,1
24,20220525,1
24,20220527,1
24,20220528,1
24,20220530,1
24,20220531,1
24,20220601,1
24,20220602,1
24,20220603,1
24,20220604,1
24,20220607,1
24,20220608,1
24,20220609,1
24,20220610,1
24,20220611,1
25,20220415,1
25,20220417,1
25,20220418,1
25,20220424,1
25,20220501,1
25,20220508,1
25,20220515,1
25,20220522,1
25,20220526,1
25,20220529,1
25,20220605,1
25,20220606,1
25,20220612,1
26,20220415,1
26,20220417,1
26,20220605,1
27,20220321,1
27,20220322,1
27,20220323,1
27,20220324,1
27,20220325,1
27,20220328,1
27,20220329,1
27,20220330,1
27,20220331,1
27,20220401,1
27,20220404,1
27,20220405,1
27,20220406,1
27,20220407,1
27,20220408,1
27,20220411,1
27,20220412,1
27,20220413,1
27,20220414,1
27,20220419,1
27,20220420,1
27,20220421,1
27,20220422,1
27,20220425,1
27,20220426,1
27,20220427,1
27,20220428,1
27,20220429,1
27,20220502,1
27,20220503,1
27,20220504,1
27,20220505,1
27,20220506,1
27,20220509,1
27,20220510,1
27,20220511,1
27,20220512,1
27,20220513,1
27,20220516,1
27,20220517,1
27,20220518,1
27,20220519,1
27,20220520,1
27,20220523,1
27,20220524,1
27,20220525,1
27,20220530,1
27,20220531,1
27,20220601,1
27,20220602,1
27,20220607,1
27,20220608,1
27,20220609,1
27,20220610,1
28,20220320,1
28,20220327,1
28,20220403,1
28,20220410,1
28,20220417,1
28,20220424,1
28,20220501,1
28,20220508,1
28,20220515,1
28,20220522,1
28,20220529,1
28,20220605,1
28,20220612,1
29,20220319,1
29,20220326,1
29,20220402,1
29,20220409,1
29,20220416,1
29,20220423,1
29,20220430,1
29,20220507,1
29,20220514,1
29,20220521,1
29,20220611,1
30,20220415,1
30,20220418,1
30,20220526,1
30,20220606,1
31,20220320,1
31,20220327,1
31,20220403,1
31,20220410,1
31,20220415,1
31,20220417,1
31,20220418,1
31,20220424,1
31,20220501,1
31,20220508,1
31,20220515,1
31,20220522,1
31,20220612,1
32,20220323,1
32,20220330,1
32,20220406,1
32,20220413,1
32,20220420,1
32,20220427,1
32,20220504,1
32,20220511,1
32,20220518,1
32,20220525,1
32,20220601,1
32,20220608,1
33,20220319,1
33,20220321,1
33,20220322,1
33,20220323,1
33,20220324,1
33,20220325,1
33,20220326,1
33,20220328,1
33,20220329,1
33,20220330,1
33,20220331,1
33,20220401,1
33,20220402,1
33,20220404,1
33,20220405,1
33,20220406,1
33,20220407,1
33,20220408,1
33,20220409,1
33,20220411,1
33,20220412,1
33,20220413,1
33,20220414,1
33,20220415,1
33,20220416,1
33,20220419,1
33,20220420,1
33,20220421,1
33,20220422,1
33,20220423,1
33,20220425,1
33,20220426,1
33,20220427,1
33,20220428,1
33,20220429,1
33,20220430,1
33,20220502,1
33,20220503,1
33,20220504,1
33,20220505,1
33,20220506,1
33,20220507,1
33,20220509,1
33,20220510,1
33,20220511,1
33,20220512,1
33,20220513,1
33,20220514,1
33,20220516,1
33,20220517,1
33,20220518,1
33,20220519,1
33,20220520,1
33,20220521,1
33,20220523,1
33,20220524,1
33,20220525,1
33,20220527,1
33,20220528,1
33,20220530,1
33,20220531,1
33,20220601,1
33,20220602,1
33,20220603,1
33,20220604,1
33,20220607,1
33,20220608,1
33,20220609,1
33,20220610,1
33,20220611,1
34,20220325,1
34,20220401,1
34,20220408,1
34,20220415,1
34,20220422,1
34,20220429,1
34,20220506,1
34,20220513,1
34,20220520,1
34,20220527,1
34,20220603,1
34,20220610,1
35,20220411,1
35,20220412,1
35,20220413,1
35,20220414,1
35,20220527,1
36,20220323,1
36,20220330,1
36,20220406,1
36,20220420,1
36,20220427,1
36,20220504,1
36,20220511,1
36,20220518,1
36,20220525,1
36,20220601,1
36,20220608,1
37,20220321,1
37,20220322,1
37,20220323,1
37,20220325,1
37,20220328,1
37,20220329,1
37,20220330,1
37,20220401,1
37,20220404,1
37,20220405,1
37,20220406,1
37,20220408,1
37,20220419,1
37,20220420,1
37,20220422,1
37,20220425,1
37,20220426,1
37,20220427,1
37,20220429,1
37,20220502,1
37,20220503,1
37,20220504,1
37,20220506,1
37,20220509,1
37,20220510,1
37,20220511,1
37,20220513,1
37,20220516,1
37,20220517,1
37,20220518,1
37,20220520,1
37,20220523,1
37,20220524,1
37,20220525,1
37,20220530,1
37,20220531,1
37,20220601,1
37,20220603,1
37,20220607,1
37,20220608,1
37,20220610,1
38,20220411,1
38,20220413,1
38,20220527,1
39,20220321,1
39,20220323,1
39,20220325,1
39,20220328,1
39,20220330,1
39,20220401,1
39,20220404,1
39,20220406,1
39,20220408,1
39,20220411,1
39,20220413,1
39,20220420,1
39,20220422,1
39,20220425,1
39,20220427,1
39,20220429,1
39,20220502,1
39,20220504,1
39,20220506,1
39,20220509,1
39,20220511,1
39,20220513,1
39,20220516,1
39,20220518,1
39,20220520,1
39,20220523,1
39,20220525,1
39,20220527,1
39,20220530,1
39,20220601,1
39,20220603,1
39,20220608,1
39,20220610,1
40,20220321,1
40,20220322,1
40,20220323,1
40,20220325,1
40,20220328,1
40,20220329,1
40,20220330,1
40,20220401,1
40,20220404,1
40,20220405,1
40,20220406,1
40,20220408,1
40,20220411,1
40,20220412,1
40,20220413,1
40,20220419,1
40,20220420,1
40,20220422,1
40,20220425,1
40,20220426,1
40,20220427,1
40,20220429,1
40,20220502,1
40,20220503,1
40,20220504,1
40,20220506,1
40,20220509,1
40,20220510,1
40,20220511,1
40,20220513,1
40,20220516,1
40,20220517,1
40,20220518,1
40,20220520,1
40,20220523,1
40,20220524,1
40,20220525,1
40,20220527,1
40,20220530,1
40,20220531,1
40,20220601,1
40,20220603,1
40,20220607,1
40,20220608,1
40,20220610,1
