imprecision.imprecision_val,imprecision.imprecision_std,imprecision.imprecision_trajs.kept,imprecision.imprecision_trajs.multiple_clusters,imprecision.imprecision_trajs.too_few_trajs_main_cluster,imprecision.imprecision_trajs.too_few_trajs_general,GPS.hdop,GPS.vtec,weather.Lufttemperatur.value,weather.Lufttemperatur.station_id,weather.Relativ Luftfuktighet.value,weather.Relativ Luftfuktighet.station_id,weather.Nederbördsmängd.value,weather.Nederbördsmängd.station_id,weather.Lufttryck reducerat havsytans nivå.value,weather.Lufttryck reducerat havsytans nivå.station_id,datetime
1.91683991748671E-05,1.07427847299023E-05,2,0,0,42,0.740911211994409,26.7,16,85240,96,85240,0.100000001490116,85240,998.5,85240,2024-07-06T20:00:00.000
NaN,0,0,0,0,42,0.741048292214265,31.5,12.3000001907349,85240,91,85240,0,85240,1001.90002441406,85240,2024-07-06T06:00:00.000
2.5398221033645E-05,1.333384348152E-05,15,0,0,36,0.688407149354344,28.5,20.5,85240,76,85240,0,85240,1014.70001220703,85240,2024-07-11T11:00:00.000
3.24785085184495E-05,3.10819698517982E-05,16,0,0,45,0.68872163108594,26.1,23.2000007629395,85240,65,85240,0,85240,1013.40002441406,85240,2024-07-11T15:00:00.000
2.20918316491364E-05,9.69709333937323E-06,5,0,0,40,0.689109955080925,25.8,17.2000007629395,85240,98,85240,0.5,85240,1013.90002441406,85240,2024-07-11T20:00:00.000
2.80676701455299E-05,1.83733786257193E-05,16,0,0,43,0.688009365049826,32.7,16.6000003814697,85240,96,85240,0,85240,1014,85240,2024-07-11T06:00:00.000
2.66510811286545E-05,2.40222849771788E-05,15,0,0,35,0.753612771020221,33,20.2999992370605,85240,69,85240,0,85240,1013.5,85240,2024-07-16T11:00:00.000
2.37846281768874E-05,1.75667456658879E-05,17,0,0,43,0.753748359888645,27,20.7000007629395,85240,70,85240,0,85240,1013.70001220703,85240,2024-07-16T15:00:00.000
2.07822882451652E-05,1.21838444187861E-05,4,0,0,42,0.753911457968761,27.5,17.2999992370605,85240,84,85240,0.400000005960465,85240,1011.59997558594,85240,2024-07-16T20:00:00.000
3.20566916676482E-05,2.91539483754137E-05,17,0,0,42,0.753436914476011,28.4,14.3999996185303,85240,97,85240,0,85240,1014.09997558594,85240,2024-07-16T06:00:00.000
2.33226352022947E-05,1.29083044666344E-05,5,0,0,43,0.675446995566138,31.7,20.5,85240,77,85240,0,85240,1013,85240,2024-07-21T11:00:00.000
3.17389376626974E-05,1.92566838220734E-05,4,0,0,47,0.675436735978,27.4,23.5,85240,63,85240,0,85240,1011.70001220703,85240,2024-07-21T15:00:00.000
2.00077143913485E-05,6.74039713657922E-06,3,0,0,40,0.675422788806663,28.2,21.1000003814697,85240,72,85240,0,85240,1011.90002441406,85240,2024-07-21T20:00:00.000
NaN,0,0,0,0,33,0.675458673606684,30.7,17.8999996185303,85240,87,85240,0,85240,1012.79998779297,85240,2024-07-21T06:00:00.000
2.13285105943549E-05,9.13195165754937E-06,12,0,0,36,0.737992627034528,22.2,20.6000003814697,85240,68,85240,0,85240,1010.70001220703,85240,2024-07-26T11:00:00.000
3.05293764880402E-05,2.95551605190116E-05,17,0,0,44,0.737708705182185,23.3,22.8999996185303,85240,48,85240,0,85240,1010,85240,2024-07-26T15:00:00.000
1.84220534052007E-05,8.02367593801206E-06,4,0,0,40,0.737351180551154,18.7,18.8999996185303,85240,69,85240,0,85240,1010.5,85240,2024-07-26T20:00:00.000
2.59264584361465E-05,3.1542572410941E-05,17,0,0,44,0.738344758231062,16.5,14.1999998092651,85240,95,85240,0,85240,1011.59997558594,85240,2024-07-26T06:00:00.000
